"REGISTRATION","VALID_SINCE","VALID_UNTIL","AC_OPERATOR","AC_OWNER","AC_SUBTYPE","AC_LOGICAL_NO","AC_STATE","DRY_OPERATING_WGT","MAX_TAKEOFF_WGT","CARGO_CAPACITY","FUEL_CAPACITY","AVG_FUEL_CONSUMP","AC_INDEX","CREWSIZE_COCKPIT","CREWSIZE_CABIN","STD_VERSION","AP_RESTRICTION","AC_OWNER_NAME","AC_SUBTYPE_NAME","AC_CATEGORY","REMARK","FUEL_MEASURE_UNIT","AC_CALLSIGN","RADIO","NOISE","PHONE","SPECIAL_EQUIPMENT","ACARS","ALT_REG","RECORD_ID","LAST_UPDATE","LAST_UPDATE_USER_ID","STD_VERSION_ALT_1","STD_VERSION_ALT_2","STD_VERSION_ALT_3","STD_VERSION_ALT_4","ILS_EQUIPMENT","AUTOLAND","HOMEBASE"
"BHLO",01-JAN-14,29-MAR-14,"CX ","CX","330",1,"R",122659,233000,0,0,0,50,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","42J/265Y = 307                                                                  ","kg ","","",,"","","S","",27211,02-MAR-22,"netline","","","","","I","Y",""
"BHLP",01-JAN-14,31-DEC-14,"CX ","CX","33G",26,"R",124205,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",27212,02-MAR-22,"netline","","","","","I","Y",""
"BHLQ",26-OCT-14,31-DEC-14,"CX ","CX","33K",1,"R",124614,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 17NOV20)                         ","kg ","","",,"","","S","",27213,02-MAR-22,"netline","","","","","I","Y",""
"BHLR",01-JAN-14,31-DEC-14,"CX ","CX","33G",7,"R",124802,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",27214,02-MAR-22,"netline","","","","","I","Y",""
"BHLS",26-OCT-14,31-DEC-14,"CX ","CX","33K",2,"R",124881,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 27AUG20)                         ","kg ","","",,"","","S","",27215,02-MAR-22,"netline","","","","","I","Y",""
"BHLT",01-JAN-14,29-MAR-14,"CX ","CX","330",9,"R",123178,233000,0,0,0,50,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","42J/265Y = 307                                                                  ","kg ","","",,"","","S","",27216,02-MAR-22,"netline","","","","","I","Y",""
"BHLU",01-JAN-14,29-MAR-14,"CX ","CX","330",4,"R",123039,233000,0,0,0,50,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","42J/265Y = 307  /  ONEWORLD LIVERY                                              ","kg ","","",,"","","S","",27217,02-MAR-22,"netline","","","","","I","Y",""
"BHLV",01-JAN-14,29-MAR-14,"CX ","CX","330",8,"R",123246,233000,0,0,0,50,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","42J/265Y = 307                                                                  ","kg ","","",,"","","S","",27218,02-MAR-22,"netline","","","","","I","Y",""
"BHLW",01-JAN-14,31-DEC-14,"CX ","CX","33G",25,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",27219,02-MAR-22,"netline","","","","","I","Y",""
"BHNA",01-JAN-14,25-OCT-14,"CX ","CX","777",4,"R",135973,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42J/293Y = 335                                                                  ","kg ","","",,"","","S","",27220,02-MAR-22,"netline","","","","","I","Y",""
"BHNB",01-JAN-14,25-OCT-14,"CX ","CX","777",1,"R",136293,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42J/293Y = 335                                                                  ","kg ","","",,"","","S","",27221,02-MAR-22,"netline","","","","","I","Y",""
"BHNC",01-JAN-14,25-OCT-14,"CX ","CX","777",3,"R",135450,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42J/293Y = 335                                                                  ","kg ","","",,"","","S","",27222,02-MAR-22,"netline","","","","","I","Y",""
"BHND",01-JAN-14,25-OCT-14,"CX ","CX","777",5,"R",135398,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42Y/293Y = 335                                                                  ","kg ","","",,"","","S","",27223,02-MAR-22,"netline","","","","","I","Y",""
"BHLU",16-OCT-15,31-DEC-15,"CX ","CX","33P",5,"R",122018,217000,0,0,0,55,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","24J/293Y = 317. ONEWORLD LIVERY (ASP LONG TERM PARKING FROM 31JUL20)            ","kg ","","",,"","","S","",142464,02-MAR-22,"netline","","","","","I","Y",""
"BHLT",06-OCT-15,31-DEC-15,"CX ","CX","33P",4,"R",122018,217000,0,0,0,55,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","24J/293Y = 317                                                                  ","kg ","","",,"","","S","",133078,02-MAR-22,"netline","","","","","I","Y",""
"BLRB",01-JAN-16,31-DEC-16,"CX ","CX","35G",2,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",185033,02-MAR-22,"netline","","","","","I","Y",""
"LDABY",01-JAN-04,31-DEC-35,"LD ","LD","ABY",0,"O",0,0,0,0,0,260,0,0,"STN","N","LD                            ","ABY                           ","J","-                                                                               ","kg ","","",,"","","","",25365,02-MAR-22,"netline","","","","","I","Y",""
"BLRC",01-JAN-16,31-DEC-16,"CX ","CX","35G",3,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",185034,02-MAR-22,"netline","","","","","I","Y",""
"BLAR",01-JAN-14,31-DEC-14,"CX ","CX","33G",22,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",133082,02-MAR-22,"netline","","","","","I","Y",""
"KA33R",01-JAN-95,31-DEC-13,"KA ","KA","33R",0,"O",0,0,0,0,0,330,0,0,"STN","N","KA                            ","33R                           ","J","-                                                                               ","kg ","","",,"","","","",25368,02-MAR-22,"netline","","","","","I","Y",""
"BLBF",04-FEB-16,03-FEB-17,"CX ","CX","33P",8,"R",122018,217000,0,0,0,55,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","24J/293Y = 317                                                                  ","kg ","","",,"","","S","",146677,02-MAR-22,"netline","","","","","I","Y",""
"BLAR",05-OCT-15,31-DEC-18,"CX ","CX","33E",8,"R",0,233000,0,0,0,60,0,0,"STN","N","CX                            ","33E                           ","J","39J/223Y = 262                                                                  ","kg ","","S",,"","","S","",133084,02-MAR-22,"netline","","","","","I","Y",""
"KA321",01-JAN-99,31-DEC-15,"KA ","KA","321",0,"O",0,0,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","-                                                                               ","kg ","","",,"","","","",25371,02-MAR-22,"netline","","","","","I","Y",""
"KA320",01-JAN-98,31-DEC-13,"KA ","KA","320",0,"O",0,0,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","","",25372,02-MAR-22,"netline","","","","","I","Y",""
"BLAX",12-OCT-15,31-DEC-18,"CX ","CX","33E",9,"R",0,233000,0,0,0,60,0,0,"STN","N","CX                            ","33E                           ","J","39J/223Y = 262                                                                  ","kg ","","S",,"","","S","",133085,02-MAR-22,"netline","","","","","I","Y",""
"CX773",01-JAN-97,04-DEC-09,"CX ","CX","773",0,"O",0,0,0,0,0,120,0,0,"STN","N","CX                            ","773                           ","J","-                                                                               ","kg ","","",,"","","","",25374,02-MAR-22,"netline","","","","","I","Y",""
"CX777",01-JAN-95,31-DEC-13,"CX ","CX","777",0,"O",0,0,0,0,0,110,0,0,"STN","N","CX                            ","777                           ","J","-                                                                               ","kg ","","",,"","","","",25375,02-MAR-22,"netline","","","","","I","Y",""
"BLRD",01-JAN-16,31-DEC-16,"CX ","CX","35G",4,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",185035,02-MAR-22,"netline","","","","","I","Y",""
"BLRE",01-JAN-16,31-DEC-16,"CX ","CX","35G",5,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",185036,02-MAR-22,"netline","","","","","I","Y",""
"BLRF",01-JAN-16,31-DEC-16,"CX ","CX","35G",6,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",185037,02-MAR-22,"netline","","","","","I","Y",""
"BLRG",01-JAN-16,31-DEC-16,"CX ","CX","35G",7,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",185038,02-MAR-22,"netline","","","","","I","Y",""
"N408",01-JUN-17,31-DEC-35,"5Y ","5Y","5Y4",1,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",310636,02-MAR-22,"netline","","","","","I","Y",""
"BLRI",01-JAN-16,31-DEC-16,"CX ","CX","35G",9,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",185040,02-MAR-22,"netline","","","","","I","Y",""
"BLRJ",01-JAN-16,31-DEC-16,"CX ","CX","35G",10,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",185041,02-MAR-22,"netline","","","","","I","Y",""
"BLRK",01-JAN-16,31-DEC-16,"CX ","CX","35G",11,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",185042,02-MAR-22,"netline","","","","","I","Y",""
"BLRL",01-JAN-16,31-DEC-16,"CX ","CX","35G",12,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",185043,02-MAR-22,"netline","","","","","I","Y",""
"CX330",01-JAN-94,31-DEC-13,"CX ","CX","330",0,"O",0,0,0,0,0,50,0,0,"STN","N","CX                            ","330                           ","J","-                                                                               ","kg ","","",,"","","","",25385,02-MAR-22,"netline","","","","","I","Y",""
"N412",01-JUN-17,31-DEC-35,"5Y ","5Y","5Y4",3,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",310638,02-MAR-22,"netline","","","","","I","Y",""
"N409",01-JUN-17,31-DEC-35,"5Y ","5Y","5Y4",2,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",310637,02-MAR-22,"netline","","","","","I","Y",""
"N415",01-JUN-17,31-DEC-35,"5Y ","5Y","5Y4",4,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",310639,02-MAR-22,"netline","","","","","I","Y",""
"N418",01-JUN-17,31-DEC-35,"5Y ","5Y","5Y4",5,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",310640,02-MAR-22,"netline","","","","","I","Y",""
"N419",01-JUN-17,31-DEC-35,"5Y ","5Y","5Y4",6,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",310641,02-MAR-22,"netline","","","","","I","Y",""
"BKQG",24-JAN-19,30-AUG-24,"CX ","CX","77A",8,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","CFG 6F/53J/34W/201Y = 294                                                       ","kg ","","",,"","","S","",453583,30-AUG-24,"iocstn","","","","","I","Y",""
"BHUS",30-JAN-19,28-FEB-20,"CX ","CX","7CF",1,"R",1,1,0,0,0,190,0,0,"STN","N","CX                            ","7CF                           ","J","-                                                                               ","kg ","","",,"","","S","",456103,02-MAR-22,"netline","","","","","I","Y",""
"N481",23-NOV-18,31-DEC-35,"5Y ","5Y","5Y4",24,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",472769,02-MAR-22,"netline","","","","","I","Y",""
"N486",23-NOV-18,31-DEC-35,"5Y ","5Y","5Y4",25,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",472770,02-MAR-22,"netline","","","","","I","Y",""
